1, 0.874987, 0.01, 
2, 0.874985, 0.01, 
3, 0.874979, 0.01, 
4, 0.874961, 0.01, 
5, 0.874939, 0.01, 
6, 0.874798, 0.01, 
7, 0.874723, 0.01, 
8, 0.874688, 0.01, 
9, 0.874532, 0.01, 
10, 0.874252, 0.01, 
11, 0.873948, 0.01, 
12, 0.873482, 0.01, 
13, 0.872843, 0.01, 
14, 0.872169, 0.01, 
15, 0.870954, 0.01, 
16, 0.86996, 0.01, 
17, 0.868084, 0.01, 
18, 0.865246, 0.01, 
19, 0.860469, 0.01, 
20, 0.848148, 0.01, 
21, 0.793614, 0.01, 
22, 0.763826, 0.01, 
23, 0.751573, 0.01, 
24, 0.708307, 0.01, 
25, 0.6043, 0.01, 
26, 0.487543, 0.01, 
27, 0.352372, 0.01, 
28, 0.276269, 0.01, 
29, 0.240873, 0.01, 
30, 0.133914, 0.01, 
31, 0.109428, 0.01, 
32, 0.109251, 0.01, 
33, 0.109123, 0.01, 
34, 0.108995, 0.01, 
35, 0.108923, 0.01, 
36, 0.108833, 0.01, 
37, 0.108743, 0.01, 
38, 0.108656, 0.01, 
39, 0.108544, 0.01, 
40, 0.108454, 0.01, 
41, 0.10837, 0.01, 
42, 0.108299, 0.01, 
43, 0.108244, 0.01, 
44, 0.108231, 0.01, 
45, 0.108224, 0.01, 
46, 0.108198, 0.01, 
47, 0.108201, 0.01, 
48, 0.108197, 0.01, 
49, 0.108191, 0.01, 
50, 0.108189, 0.01, 
51, 0.10818, 0.01, 
52, 0.108187, 0.01, 
53, 0.108186, 0.01, 
54, 0.108181, 0.01, 
55, 0.108191, 0.01, 
56, 0.108189, 0.01, 
57, 0.108186, 0.01, 
58, 0.108184, 0.01, 
1, 0.874995, 0.01, 
2, 0.874976, 0.01, 
3, 0.87482, 0.01, 
4, 0.8742, 0.01, 
5, 0.872561, 0.01, 
6, 0.868979, 0.01, 
7, 0.858792, 0.01, 
8, 0.811099, 0.01, 
9, 0.495599, 0.01, 
10, 0.258342, 0.01, 
11, 0.202279, 0.01, 
12, 0.190693, 0.01, 
13, 0.120603, 0.01, 
14, 0.119744, 0.01, 
15, 0.118686, 0.01, 
16, 0.117866, 0.01, 
17, 0.117869, 0.01, 
18, 0.117862, 0.01, 
19, 0.117844, 0.01, 
20, 0.117838, 0.01, 
