1, 0.252761, 
2, 0.216786, 
3, 0.161705, 
4, 0.117487, 
5, 0.111991, 
6, 0.110173, 
7, 0.110639, 
8, 0.113511, 
9, 0.113401, 
10, 0.110486, 
11, 0.109545, 
12, 0.110159, 
13, 0.110619, 
14, 0.110669, 
15, 0.110197, 
16, 0.109446, 
17, 0.10968, 
18, 0.110569, 
19, 0.110479, 
20, 0.109899, 
21, 0.109663, 
22, 0.109923, 
23, 0.109999, 
24, 0.109934, 
25, 0.109791, 
26, 0.109655, 
27, 0.109552, 
28, 0.10932, 
29, 0.108956, 
30, 0.108465, 
31, 0.107789, 
32, 0.106647, 
33, 0.105199, 
34, 0.103387, 
35, 0.100516, 
36, 0.0969785, 
37, 0.0931269, 
38, 0.0885866, 
39, 0.0841645, 
40, 0.0796303, 
41, 0.0750808, 
42, 0.0707202, 
43, 0.0666226, 
44, 0.0622962, 
45, 0.0573438, 
46, 0.0522728, 
47, 0.0468559, 
48, 0.0412779, 
49, 0.0353443, 
50, 0.0293158, 
51, 0.0238436, 
52, 0.0192026, 
53, 0.0150451, 
54, 0.0117665, 
55, 0.00792221, 
56, 0.00479488, 
57, 0.00356805, 
58, 0.00196583, 
59, 0.00112282, 
60, 0.000591539, 
61, 0.000401545, 
62, 0.000195649, 
63, 0.000105023, 
64, 5.74899e-05, 
65, 2.52339e-05, 
66, 1.17991e-05, 
67, 1.8716e-05, 
68, 1.30243e-05, 
69, 9.18811e-05, 
70, 3.7368e-06, 
71, 0.0812281, 
72, 0.00200628, 
73, 0.0788595, 
74, 0.0163849, 
75, 0.0783086, 
76, 0.0100697, 
77, 0.0849176, 
78, 0.00194863, 
79, 0.0753396, 
80, 0.000332173, 
81, 0.0687564, 
82, 0.00018412, 
83, 0.0578134, 
84, 0.00016871, 
85, 0.0507165, 
86, 0.00797924, 
87, 0.101179, 
88, 0.00689688, 
89, 0.0688083, 
90, 0.00407646, 
91, 0.0393418, 
92, 0.00113892, 
93, 0.027551, 
94, 0.000690669, 
95, 0.021367, 
96, 0.000693415, 
97, 0.00222123, 
98, 0.0280566, 
99, 0.0331257, 
100, 0.00455506, 
101, 0.0117414, 
102, 0.00224127, 
103, 0.00669241, 
104, 0.000582645, 
105, 0.00561807, 
106, 0.00103278, 
107, 0.00228751, 
108, 0.00145758, 
109, 0.000968614, 
110, 0.000170549, 
111, 0.00747862, 
112, 7.77514e-05, 
113, 0.00454112, 
114, 0.00164576, 
115, 0.00319072, 
116, 0.00435948, 
117, 0.00222077, 
118, 0.0013663, 
119, 0.00124826, 
120, 0.000358694, 
121, 0.000798168, 
122, 0.00436886, 
123, 0.00337659, 
124, 0.000395168, 
125, 0.0030647, 
126, 7.24942e-05, 
127, 0.00295291, 
128, 3.45015e-05, 
129, 0.00280153, 
130, 1.03213e-05, 
131, 0.00365486, 
132, 5.39551e-05, 
133, 0.00289735, 
134, 3.05776e-05, 
135, 0.00399627, 
136, 9.17459e-05, 
137, 0.00336723, 
138, 3.46873e-05, 
139, 0.00299899, 
140, 0.000106793, 
141, 0.00261471, 
142, 6.54756e-05, 
143, 0.00239408, 
144, 2.66479e-05, 
145, 0.00193226, 
146, 2.90391e-05, 
147, 0.00198902, 
148, 7.7362e-06, 
149, 0.00161918, 
150, 4.57098e-05, 
151, 0.000867698, 
152, 7.44505e-05, 
153, 0.000454316, 
154, 9.11499e-05, 
155, 0.000330677, 
156, 9.77735e-05, 
157, 0.000877997, 
158, 6.32301e-05, 
159, 0.000321404, 
160, 8.91331e-05, 
161, 0.00021702, 
162, 8.51981e-05, 
163, 0.000874568, 
164, 3.42964e-05, 
165, 0.00142403, 
166, 2.09324e-05, 
167, 0.00114981, 
168, 6.53477e-05, 
169, 0.000343257, 
170, 6.64285e-05, 
171, 0.000406102, 
172, 5.03418e-05, 
173, 0.000849853, 
174, 3.73915e-05, 
175, 0.000700122, 
176, 3.14868e-05, 
177, 0.00155065, 
178, 2.16544e-05, 
179, 0.000997158, 
180, 9.82536e-05, 
181, 0.000679004, 
182, 0.000117704, 
183, 0.000561563, 
184, 7.86194e-05, 
185, 0.000778248, 
186, 0.0154141, 
187, 0.000822622, 
188, 0.0146425, 
189, 0.000823871, 
190, 0.0140956, 
191, 0.000732318, 
192, 0.0133855, 
193, 0.00526602, 
194, 0.0124984, 
195, 0.00430414, 
196, 0.00805435, 
197, 0.00258408, 
198, 0.00453286, 
199, 0.00529784, 
200, 0.00237866, 
201, 0.00306174, 
202, 0.000843052, 
203, 0.00149272, 
204, 0.00017872, 
205, 0.000664556, 
206, 0.00851835, 
207, 0.000915297, 
208, 0.00734185, 
209, 0.000617488, 
210, 0.00641454, 
